Timestamp,Dominant_Emotion,Confidence_Score
2026-03-07 17:41:58.847,happy,1.0
2026-03-07 17:41:58.882,happy,1.0
2026-03-07 17:41:58.917,happy,1.0
2026-03-07 17:41:58.957,happy,1.0
2026-03-07 17:41:58.992,happy,1.0
2026-03-07 17:41:59.026,happy,1.0
2026-03-07 17:41:59.065,happy,0.99
2026-03-07 17:41:59.104,happy,0.99
2026-03-07 17:41:59.140,happy,1.0
2026-03-07 17:41:59.179,happy,0.99
2026-03-07 17:41:59.214,happy,0.99
2026-03-07 17:41:59.251,happy,0.98
2026-03-07 17:41:59.283,happy,0.91
2026-03-07 17:41:59.318,happy,0.89
2026-03-07 17:41:59.352,happy,0.78
2026-03-07 17:41:59.386,happy,0.75
2026-03-07 17:41:59.420,happy,0.96
2026-03-07 17:41:59.455,happy,0.77
2026-03-07 17:41:59.488,happy,0.46
2026-03-07 17:41:59.521,sad,0.33
2026-03-07 17:41:59.554,angry,0.33
2026-03-07 17:41:59.589,happy,0.3
2026-03-07 17:41:59.623,angry,0.37
2026-03-07 17:41:59.658,happy,0.6
2026-03-07 17:41:59.691,happy,0.44
2026-03-07 17:41:59.726,angry,0.29
2026-03-07 17:41:59.759,neutral,0.29
2026-03-07 17:41:59.794,neutral,0.39
2026-03-07 17:41:59.827,neutral,0.42
2026-03-07 17:41:59.862,neutral,0.49
2026-03-07 17:41:59.897,happy,0.55
2026-03-07 17:41:59.932,happy,0.66
2026-03-07 17:41:59.965,happy,0.8
2026-03-07 17:41:59.999,happy,0.73
2026-03-07 17:42:00.033,happy,0.83
2026-03-07 17:42:00.066,happy,0.83
2026-03-07 17:42:00.099,happy,0.88
2026-03-07 17:42:00.136,happy,0.82
2026-03-07 17:42:00.169,happy,0.91
2026-03-07 17:42:00.207,happy,0.99
2026-03-07 17:42:00.244,happy,0.99
2026-03-07 17:42:00.282,happy,0.99
2026-03-07 17:42:00.315,happy,1.0
2026-03-07 17:42:00.356,happy,1.0
2026-03-07 17:42:00.389,happy,0.99
2026-03-07 17:42:00.424,happy,1.0
2026-03-07 17:42:00.457,happy,1.0
2026-03-07 17:42:00.491,happy,1.0
2026-03-07 17:42:00.525,happy,1.0
2026-03-07 17:42:00.561,happy,0.99
2026-03-07 17:42:00.598,happy,0.96
2026-03-07 17:42:00.635,happy,0.96
2026-03-07 17:42:00.669,happy,0.99
2026-03-07 17:42:00.704,happy,0.97
2026-03-07 17:42:00.737,happy,0.97
2026-03-07 17:42:00.771,happy,0.78
2026-03-07 17:42:00.804,happy,0.79
2026-03-07 17:42:00.840,happy,0.94
2026-03-07 17:42:00.877,happy,0.94
2026-03-07 17:42:00.910,happy,0.59
2026-03-07 17:42:00.943,sad,0.33
2026-03-07 17:42:00.977,happy,0.3
2026-03-07 17:42:01.010,fear,0.32
2026-03-07 17:42:01.044,sad,0.36
2026-03-07 17:42:01.076,sad,0.38
2026-03-07 17:42:01.110,fear,0.29
2026-03-07 17:42:01.174,sad,0.48
2026-03-07 17:42:01.205,sad,0.57
2026-03-07 17:42:01.269,fear,0.42
2026-03-07 17:42:01.304,fear,0.35
2026-03-07 17:42:01.372,sad,0.38
2026-03-07 17:42:01.539,sad,0.45
2026-03-07 17:42:01.572,sad,0.36
2026-03-07 17:42:02.084,happy,0.92
2026-03-07 17:42:02.127,happy,0.88
2026-03-07 17:42:02.169,happy,0.48
2026-03-07 17:42:02.207,happy,0.67
2026-03-07 17:42:02.245,happy,0.82
2026-03-07 17:42:02.287,happy,0.61
2026-03-07 17:42:02.322,happy,0.71
2026-03-07 17:42:02.356,happy,0.87
2026-03-07 17:42:02.392,happy,0.89
2026-03-07 17:42:02.434,happy,0.87
2026-03-07 17:42:02.473,happy,0.78
2026-03-07 17:42:02.510,happy,0.83
2026-03-07 17:42:02.546,happy,0.88
2026-03-07 17:42:02.546,sad,0.6
2026-03-07 17:42:02.583,happy,0.91
2026-03-07 17:42:02.618,happy,0.73
2026-03-07 17:42:02.656,happy,0.65
2026-03-07 17:42:02.690,happy,0.61
2026-03-07 17:42:02.726,happy,0.71
2026-03-07 17:42:02.765,neutral,0.34
2026-03-07 17:42:02.804,happy,0.37
2026-03-07 17:42:02.844,neutral,0.32
2026-03-07 17:42:02.844,sad,0.37
2026-03-07 17:42:02.880,happy,0.47
2026-03-07 17:42:02.880,sad,0.49
2026-03-07 17:42:02.916,neutral,0.44
2026-03-07 17:42:02.949,neutral,0.39
2026-03-07 17:42:02.984,happy,0.63
2026-03-07 17:42:03.019,neutral,0.43
2026-03-07 17:42:03.060,happy,0.58
2026-03-07 17:42:03.098,happy,0.94
