Timestamp,Dominant_Emotion,Confidence_Score
2026-03-07 17:41:07.794,neutral,0.52
2026-03-07 17:41:07.845,neutral,0.6
2026-03-07 17:41:07.893,happy,0.37
2026-03-07 17:41:07.947,neutral,0.36
2026-03-07 17:41:08.007,happy,0.56
2026-03-07 17:41:08.056,happy,0.75
2026-03-07 17:41:08.104,happy,0.76
2026-03-07 17:41:08.151,happy,0.73
2026-03-07 17:41:08.197,neutral,0.36
2026-03-07 17:41:08.254,neutral,0.32
2026-03-07 17:41:08.303,neutral,0.44
2026-03-07 17:41:08.357,angry,0.41
2026-03-07 17:41:08.406,neutral,0.35
2026-03-07 17:41:08.452,neutral,0.33
2026-03-07 17:41:08.497,neutral,0.34
2026-03-07 17:41:08.536,neutral,0.32
2026-03-07 17:41:08.586,happy,0.53
2026-03-07 17:41:08.586,sad,0.75
2026-03-07 17:41:08.632,happy,0.49
2026-03-07 17:41:08.681,neutral,0.61
2026-03-07 17:41:08.681,sad,0.87
2026-03-07 17:41:08.726,neutral,0.81
2026-03-07 17:41:08.768,neutral,0.75
2026-03-07 17:41:08.807,neutral,0.74
2026-03-07 17:41:08.853,neutral,0.7
2026-03-07 17:41:08.893,happy,0.54
2026-03-07 17:41:08.938,happy,0.54
2026-03-07 17:41:08.978,happy,0.51
2026-03-07 17:41:09.026,happy,0.54
2026-03-07 17:41:09.070,happy,0.7
2026-03-07 17:41:09.118,happy,0.65
2026-03-07 17:41:09.156,happy,0.71
2026-03-07 17:41:09.195,happy,0.53
2026-03-07 17:41:09.233,neutral,0.63
2026-03-07 17:41:09.274,happy,0.53
2026-03-07 17:41:09.312,neutral,0.52
2026-03-07 17:41:09.351,happy,0.6
2026-03-07 17:41:09.392,neutral,0.53
2026-03-07 17:41:09.432,neutral,0.59
2026-03-07 17:41:09.472,neutral,0.49
2026-03-07 17:41:09.513,happy,0.5
2026-03-07 17:41:09.555,neutral,0.56
2026-03-07 17:41:09.596,happy,0.6
2026-03-07 17:41:09.639,neutral,0.67
2026-03-07 17:41:09.679,neutral,0.51
2026-03-07 17:41:09.718,neutral,0.55
2026-03-07 17:41:09.760,happy,0.54
2026-03-07 17:41:09.760,sad,0.48
2026-03-07 17:41:09.800,happy,0.52
2026-03-07 17:41:09.841,happy,0.56
2026-03-07 17:41:09.881,happy,0.63
2026-03-07 17:41:09.922,happy,0.62
2026-03-07 17:41:09.961,neutral,0.57
2026-03-07 17:41:10.002,neutral,0.55
2026-03-07 17:41:10.047,happy,0.52
2026-03-07 17:41:10.089,happy,0.57
2026-03-07 17:41:10.128,happy,0.56
2026-03-07 17:41:10.128,sad,0.7
2026-03-07 17:41:10.168,happy,0.58
2026-03-07 17:41:10.207,happy,0.56
2026-03-07 17:41:10.249,happy,0.53
2026-03-07 17:41:10.249,sad,0.65
2026-03-07 17:41:10.288,happy,0.62
2026-03-07 17:41:10.329,happy,0.6
2026-03-07 17:41:10.373,happy,0.64
2026-03-07 17:41:10.416,happy,0.58
2026-03-07 17:41:10.456,happy,0.71
2026-03-07 17:41:10.456,sad,0.75
2026-03-07 17:41:10.497,happy,0.58
2026-03-07 17:41:10.538,happy,0.67
2026-03-07 17:41:10.579,happy,0.76
2026-03-07 17:41:10.621,happy,0.73
2026-03-07 17:41:10.621,sad,0.63
2026-03-07 17:41:10.667,happy,0.81
2026-03-07 17:41:10.706,happy,0.82
2026-03-07 17:41:10.748,happy,0.84
2026-03-07 17:41:10.788,happy,0.86
2026-03-07 17:41:10.829,happy,0.89
2026-03-07 17:41:10.869,happy,0.88
2026-03-07 17:41:10.910,happy,0.83
2026-03-07 17:41:10.949,happy,0.89
2026-03-07 17:41:10.990,happy,0.88
2026-03-07 17:41:11.030,happy,0.89
2026-03-07 17:41:11.072,happy,0.94
2026-03-07 17:41:11.112,happy,0.93
2026-03-07 17:41:11.154,happy,0.95
2026-03-07 17:41:11.193,happy,0.93
2026-03-07 17:41:11.236,happy,0.92
2026-03-07 17:41:11.275,happy,0.94
2026-03-07 17:41:11.316,happy,0.94
2026-03-07 17:41:11.355,happy,0.95
2026-03-07 17:41:11.396,happy,0.93
2026-03-07 17:41:11.438,happy,0.97
2026-03-07 17:41:11.481,happy,0.96
2026-03-07 17:41:11.527,happy,0.94
2026-03-07 17:41:11.576,happy,0.96
2026-03-07 17:41:11.618,happy,0.97
2026-03-07 17:41:11.663,happy,0.96
2026-03-07 17:41:11.702,happy,0.97
2026-03-07 17:41:11.741,happy,0.97
2026-03-07 17:41:11.781,happy,0.96
2026-03-07 17:41:11.823,happy,0.96
2026-03-07 17:41:11.867,happy,0.95
2026-03-07 17:41:11.908,happy,0.93
2026-03-07 17:41:11.950,happy,0.95
2026-03-07 17:41:11.992,happy,0.95
2026-03-07 17:41:12.033,happy,0.94
2026-03-07 17:41:12.075,happy,0.91
2026-03-07 17:41:12.119,happy,0.94
2026-03-07 17:41:12.162,happy,0.93
2026-03-07 17:41:12.162,sad,0.69
2026-03-07 17:41:12.202,happy,0.93
2026-03-07 17:41:12.247,happy,0.88
2026-03-07 17:41:12.285,happy,0.92
2026-03-07 17:41:12.325,happy,0.9
2026-03-07 17:41:12.364,happy,0.91
2026-03-07 17:41:12.406,happy,0.79
2026-03-07 17:41:12.443,happy,0.67
2026-03-07 17:41:12.484,neutral,0.79
2026-03-07 17:41:12.484,sad,0.63
2026-03-07 17:41:12.525,neutral,0.81
2026-03-07 17:41:12.569,neutral,0.69
2026-03-07 17:41:12.609,neutral,0.71
2026-03-07 17:41:12.652,neutral,0.73
2026-03-07 17:41:12.692,neutral,0.71
2026-03-07 17:41:12.734,neutral,0.82
2026-03-07 17:41:12.773,neutral,0.83
2026-03-07 17:41:12.814,neutral,0.88
2026-03-07 17:41:12.857,neutral,0.76
2026-03-07 17:41:12.900,neutral,0.77
2026-03-07 17:41:12.941,neutral,0.83
2026-03-07 17:41:12.989,neutral,0.84
2026-03-07 17:41:13.030,neutral,0.79
2026-03-07 17:41:13.030,sad,0.77
2026-03-07 17:41:13.075,neutral,0.81
2026-03-07 17:41:13.115,neutral,0.74
2026-03-07 17:41:13.115,sad,0.68
2026-03-07 17:41:13.154,neutral,0.76
2026-03-07 17:41:13.193,neutral,0.75
2026-03-07 17:41:13.194,sad,0.57
2026-03-07 17:41:13.235,neutral,0.81
2026-03-07 17:41:13.273,surprise,0.85
2026-03-07 17:41:13.315,surprise,0.97
2026-03-07 17:41:13.355,surprise,0.96
2026-03-07 17:41:13.398,surprise,0.94
2026-03-07 17:41:13.438,surprise,0.89
2026-03-07 17:41:13.483,surprise,0.85
2026-03-07 17:41:13.523,surprise,0.96
2026-03-07 17:41:13.563,surprise,0.99
2026-03-07 17:41:13.601,surprise,0.99
2026-03-07 17:41:13.602,sad,0.49
2026-03-07 17:41:13.641,surprise,0.99
2026-03-07 17:41:13.642,sad,0.5
2026-03-07 17:41:13.683,surprise,0.97
2026-03-07 17:41:13.720,surprise,0.96
2026-03-07 17:41:13.758,surprise,0.94
2026-03-07 17:41:13.799,surprise,0.96
2026-03-07 17:41:13.839,surprise,0.94
2026-03-07 17:41:13.880,surprise,0.95
2026-03-07 17:41:13.920,surprise,0.96
2026-03-07 17:41:13.960,surprise,0.91
2026-03-07 17:41:13.999,surprise,0.93
2026-03-07 17:41:14.040,surprise,0.94
2026-03-07 17:41:14.080,surprise,0.94
2026-03-07 17:41:14.121,surprise,0.94
2026-03-07 17:41:14.159,surprise,0.9
2026-03-07 17:41:14.198,surprise,0.96
2026-03-07 17:41:14.236,surprise,0.91
2026-03-07 17:41:14.281,surprise,0.89
2026-03-07 17:41:14.320,surprise,0.89
2026-03-07 17:41:14.359,surprise,0.91
2026-03-07 17:41:14.398,surprise,0.94
2026-03-07 17:41:14.438,surprise,0.93
2026-03-07 17:41:14.476,surprise,0.9
2026-03-07 17:41:14.517,surprise,0.99
2026-03-07 17:41:14.561,surprise,0.91
2026-03-07 17:41:14.561,sad,0.74
2026-03-07 17:41:14.610,surprise,0.89
2026-03-07 17:41:14.655,surprise,0.91
2026-03-07 17:41:14.655,sad,0.63
2026-03-07 17:41:14.701,surprise,0.89
2026-03-07 17:41:14.742,surprise,0.87
2026-03-07 17:41:14.782,surprise,0.93
2026-03-07 17:41:14.824,surprise,0.91
2026-03-07 17:41:14.868,surprise,0.92
2026-03-07 17:41:14.911,surprise,0.89
2026-03-07 17:41:14.955,surprise,0.91
2026-03-07 17:41:14.993,surprise,0.96
2026-03-07 17:41:15.034,surprise,0.84
2026-03-07 17:41:15.073,surprise,0.85
2026-03-07 17:41:15.115,surprise,0.88
2026-03-07 17:41:15.154,surprise,0.88
2026-03-07 17:41:15.195,surprise,0.91
2026-03-07 17:41:15.235,surprise,0.93
2026-03-07 17:41:15.276,surprise,0.85
2026-03-07 17:41:15.314,surprise,0.93
2026-03-07 17:41:15.353,surprise,0.9
2026-03-07 17:41:15.393,surprise,0.93
2026-03-07 17:41:15.435,surprise,0.94
2026-03-07 17:41:15.475,surprise,0.92
2026-03-07 17:41:15.517,surprise,0.84
2026-03-07 17:41:15.555,surprise,0.89
2026-03-07 17:41:15.595,surprise,0.95
2026-03-07 17:41:15.635,surprise,0.78
2026-03-07 17:41:15.679,surprise,0.54
2026-03-07 17:41:15.719,surprise,0.51
2026-03-07 17:41:15.763,surprise,0.49
2026-03-07 17:41:15.804,angry,0.59
2026-03-07 17:41:15.847,angry,0.29
2026-03-07 17:41:15.891,angry,0.39
2026-03-07 17:41:15.936,neutral,0.32
2026-03-07 17:41:15.978,neutral,0.58
2026-03-07 17:41:16.029,neutral,0.69
2026-03-07 17:41:16.029,sad,0.3
2026-03-07 17:41:16.070,neutral,0.7
2026-03-07 17:41:16.114,neutral,0.83
2026-03-07 17:41:16.114,sad,0.83
2026-03-07 17:41:16.157,neutral,0.66
2026-03-07 17:41:16.201,neutral,0.72
2026-03-07 17:41:16.244,neutral,0.83
2026-03-07 17:41:16.287,neutral,0.75
2026-03-07 17:41:16.330,neutral,0.76
2026-03-07 17:41:16.373,neutral,0.83
2026-03-07 17:41:16.373,sad,0.8
2026-03-07 17:41:16.415,neutral,0.7
2026-03-07 17:41:16.416,sad,0.77
2026-03-07 17:41:16.462,neutral,0.79
2026-03-07 17:41:16.462,sad,0.79
2026-03-07 17:41:16.504,neutral,0.8
2026-03-07 17:41:16.504,sad,0.74
2026-03-07 17:41:16.550,neutral,0.91
2026-03-07 17:41:16.590,neutral,0.79
2026-03-07 17:41:16.591,sad,0.84
2026-03-07 17:41:16.634,neutral,0.83
2026-03-07 17:41:16.678,neutral,0.8
2026-03-07 17:41:16.719,neutral,0.88
2026-03-07 17:41:16.719,sad,0.81
2026-03-07 17:41:16.761,neutral,0.8
2026-03-07 17:41:16.761,sad,0.75
2026-03-07 17:41:16.803,neutral,0.87
2026-03-07 17:41:16.848,neutral,0.88
2026-03-07 17:41:16.848,happy,0.33
2026-03-07 17:41:16.892,neutral,0.82
2026-03-07 17:41:16.892,happy,0.28
2026-03-07 17:41:16.935,neutral,0.87
2026-03-07 17:41:16.992,neutral,0.78
2026-03-07 17:41:17.034,neutral,0.74
2026-03-07 17:41:17.081,neutral,0.75
2026-03-07 17:41:17.131,neutral,0.78
2026-03-07 17:41:17.178,neutral,0.77
2026-03-07 17:41:17.223,neutral,0.81
2026-03-07 17:41:17.272,neutral,0.76
2026-03-07 17:41:17.272,sad,0.81
2026-03-07 17:41:17.327,neutral,0.77
2026-03-07 17:41:17.327,sad,0.53
2026-03-07 17:41:17.422,neutral,0.83
2026-03-07 17:41:17.477,neutral,0.69
2026-03-07 17:41:17.526,neutral,0.72
2026-03-07 17:41:17.578,neutral,0.69
2026-03-07 17:41:17.625,neutral,0.71
2026-03-07 17:41:17.673,neutral,0.67
2026-03-07 17:41:17.720,neutral,0.72
2026-03-07 17:41:17.765,neutral,0.72
2026-03-07 17:41:17.811,neutral,0.7
2026-03-07 17:41:17.861,neutral,0.69
2026-03-07 17:41:17.911,neutral,0.78
2026-03-07 17:41:17.955,neutral,0.7
2026-03-07 17:41:18.000,neutral,0.74
2026-03-07 17:41:18.045,neutral,0.6
2026-03-07 17:41:18.091,neutral,0.73
2026-03-07 17:41:18.140,neutral,0.7
2026-03-07 17:41:18.188,neutral,0.69
2026-03-07 17:41:18.246,neutral,0.55
2026-03-07 17:41:18.246,sad,0.69
2026-03-07 17:41:18.299,neutral,0.78
2026-03-07 17:41:18.356,neutral,0.76
2026-03-07 17:41:18.409,neutral,0.67
2026-03-07 17:41:18.461,neutral,0.7
2026-03-07 17:41:18.461,sad,0.49
2026-03-07 17:41:18.510,neutral,0.61
2026-03-07 17:41:18.561,neutral,0.67
2026-03-07 17:41:18.613,neutral,0.66
2026-03-07 17:41:18.662,neutral,0.52
2026-03-07 17:41:18.712,neutral,0.79
2026-03-07 17:41:18.712,sad,0.59
2026-03-07 17:41:18.762,neutral,0.73
2026-03-07 17:41:18.762,sad,0.67
2026-03-07 17:41:18.809,neutral,0.71
2026-03-07 17:41:18.857,neutral,0.72
2026-03-07 17:41:18.905,neutral,0.75
2026-03-07 17:41:18.950,neutral,0.69
2026-03-07 17:41:18.999,neutral,0.55
2026-03-07 17:41:19.046,neutral,0.78
2026-03-07 17:41:19.094,neutral,0.69
2026-03-07 17:41:19.148,neutral,0.8
2026-03-07 17:41:19.195,neutral,0.7
2026-03-07 17:41:19.241,neutral,0.67
2026-03-07 17:41:19.301,neutral,0.81
2026-03-07 17:41:19.347,neutral,0.86
2026-03-07 17:41:19.394,neutral,0.78
2026-03-07 17:41:19.440,neutral,0.87
2026-03-07 17:41:19.486,neutral,0.82
2026-03-07 17:41:19.534,neutral,0.83
2026-03-07 17:41:19.581,neutral,0.84
2026-03-07 17:41:19.628,neutral,0.84
2026-03-07 17:41:19.675,neutral,0.78
2026-03-07 17:41:19.722,neutral,0.85
2026-03-07 17:41:19.767,neutral,0.86
2026-03-07 17:41:19.817,neutral,0.78
2026-03-07 17:41:19.861,neutral,0.79
2026-03-07 17:41:19.909,neutral,0.85
2026-03-07 17:41:19.957,neutral,0.75
2026-03-07 17:41:20.003,neutral,0.72
2026-03-07 17:41:20.050,neutral,0.73
2026-03-07 17:41:20.095,neutral,0.56
2026-03-07 17:41:20.144,neutral,0.64
2026-03-07 17:41:20.192,happy,0.58
2026-03-07 17:41:20.241,happy,0.57
2026-03-07 17:41:20.297,happy,0.98
2026-03-07 17:41:20.298,sad,0.8
2026-03-07 17:41:20.355,happy,0.99
2026-03-07 17:41:20.416,happy,0.99
2026-03-07 17:41:20.416,sad,0.74
2026-03-07 17:41:20.467,happy,0.99
2026-03-07 17:41:20.519,happy,0.99
2026-03-07 17:41:20.567,happy,0.94
2026-03-07 17:41:20.616,happy,0.34
2026-03-07 17:41:20.667,neutral,0.38
2026-03-07 17:41:20.715,fear,0.25
2026-03-07 17:41:20.762,neutral,0.3
2026-03-07 17:41:20.815,sad,0.23
2026-03-07 17:41:20.863,fear,0.29
2026-03-07 17:41:20.914,neutral,0.25
2026-03-07 17:41:20.961,fear,0.25
2026-03-07 17:41:21.010,fear,0.33
2026-03-07 17:41:21.059,fear,0.37
2026-03-07 17:41:21.111,fear,0.34
2026-03-07 17:41:21.163,neutral,0.23
2026-03-07 17:41:21.211,neutral,0.36
2026-03-07 17:41:21.260,sad,0.46
2026-03-07 17:41:21.310,happy,0.34
2026-03-07 17:41:21.355,happy,0.78
2026-03-07 17:41:21.402,happy,0.6
2026-03-07 17:41:21.450,happy,0.63
2026-03-07 17:41:21.498,happy,0.61
2026-03-07 17:41:21.546,happy,0.51
2026-03-07 17:41:21.594,happy,0.55
2026-03-07 17:41:21.642,happy,0.46
2026-03-07 17:41:21.697,happy,0.55
2026-03-07 17:41:21.747,happy,0.74
2026-03-07 17:41:21.798,happy,0.71
2026-03-07 17:41:21.850,happy,0.78
2026-03-07 17:41:21.904,happy,0.47
2026-03-07 17:41:21.904,sad,0.38
2026-03-07 17:41:21.956,happy,0.89
2026-03-07 17:41:22.008,happy,0.92
2026-03-07 17:41:22.057,happy,0.99
2026-03-07 17:41:22.106,happy,0.99
2026-03-07 17:41:22.160,happy,1.0
2026-03-07 17:41:22.215,happy,1.0
2026-03-07 17:41:22.268,happy,1.0
2026-03-07 17:41:22.323,happy,1.0
2026-03-07 17:41:22.380,happy,1.0
2026-03-07 17:41:22.437,happy,0.99
2026-03-07 17:41:22.492,happy,0.99
2026-03-07 17:41:22.545,neutral,0.66
2026-03-07 17:41:22.545,happy,0.96
2026-03-07 17:41:22.600,neutral,0.68
2026-03-07 17:41:22.600,happy,0.96
2026-03-07 17:41:22.661,neutral,0.54
2026-03-07 17:41:22.661,happy,0.76
2026-03-07 17:41:22.711,neutral,0.78
2026-03-07 17:41:22.711,happy,0.73
2026-03-07 17:41:22.773,neutral,0.81
2026-03-07 17:41:22.773,happy,0.82
2026-03-07 17:41:22.828,neutral,0.63
2026-03-07 17:41:22.828,happy,0.48
2026-03-07 17:41:22.881,neutral,0.57
2026-03-07 17:41:22.881,happy,0.75
2026-03-07 17:41:22.935,neutral,0.74
2026-03-07 17:41:22.935,neutral,0.45
2026-03-07 17:41:22.989,neutral,0.63
2026-03-07 17:41:22.989,happy,0.6
2026-03-07 17:41:23.044,neutral,0.73
2026-03-07 17:41:23.044,happy,0.66
2026-03-07 17:41:23.097,neutral,0.85
