Timestamp,Dominant_Emotion,Confidence_Score
2026-03-07 17:45:28.762,happy,0.62
2026-03-07 17:45:28.802,neutral,0.53
2026-03-07 17:45:28.841,happy,0.49
2026-03-07 17:45:28.883,happy,0.43
2026-03-07 17:45:28.922,sad,0.31
2026-03-07 17:45:28.963,sad,0.26
2026-03-07 17:45:29.002,happy,0.37
2026-03-07 17:45:29.041,angry,0.31
2026-03-07 17:45:29.078,angry,0.46
2026-03-07 17:45:30.599,neutral,0.38
2026-03-07 17:45:30.637,sad,0.37
2026-03-07 17:45:30.667,happy,0.35
2026-03-07 17:45:30.708,happy,0.67
2026-03-07 17:45:30.739,happy,0.84
2026-03-07 17:45:30.771,happy,0.86
2026-03-07 17:45:31.040,neutral,0.34
2026-03-07 17:45:31.078,neutral,0.38
2026-03-07 17:45:31.112,neutral,0.52
2026-03-07 17:45:31.150,neutral,0.6
2026-03-07 17:45:31.215,neutral,0.55
2026-03-07 17:45:31.252,neutral,0.69
2026-03-07 17:45:31.285,neutral,0.71
2026-03-07 17:45:31.608,neutral,0.69
2026-03-07 17:45:31.642,neutral,0.55
2026-03-07 17:45:31.679,neutral,0.5
2026-03-07 17:45:32.383,neutral,0.62
2026-03-07 17:45:32.417,neutral,0.55
2026-03-07 17:45:32.483,neutral,0.84
2026-03-07 17:45:32.521,neutral,0.81
2026-03-07 17:45:32.555,neutral,0.89
2026-03-07 17:45:32.589,neutral,0.81
2026-03-07 17:45:32.621,neutral,0.69
2026-03-07 17:45:32.656,neutral,0.58
2026-03-07 17:45:32.689,neutral,0.29
2026-03-07 17:45:32.722,neutral,0.28
2026-03-07 17:45:32.754,sad,0.35
2026-03-07 17:45:32.791,neutral,0.38
2026-03-07 17:45:32.829,neutral,0.44
2026-03-07 17:45:32.868,neutral,0.37
2026-03-07 17:45:32.910,sad,0.4
2026-03-07 17:45:32.948,neutral,0.34
2026-03-07 17:45:32.985,neutral,0.42
2026-03-07 17:45:33.026,neutral,0.65
2026-03-07 17:45:33.061,neutral,0.31
2026-03-07 17:45:33.093,sad,0.37
2026-03-07 17:45:33.126,neutral,0.61
2026-03-07 17:45:33.158,neutral,0.55
2026-03-07 17:45:33.191,neutral,0.69
2026-03-07 17:45:33.223,neutral,0.59
2026-03-07 17:45:33.256,neutral,0.62
2026-03-07 17:45:33.288,neutral,0.57
2026-03-07 17:45:33.331,neutral,0.63
2026-03-07 17:45:33.371,neutral,0.62
2026-03-07 17:45:33.404,neutral,0.66
2026-03-07 17:45:33.437,neutral,0.68
2026-03-07 17:45:33.471,neutral,0.68
2026-03-07 17:45:33.504,neutral,0.75
2026-03-07 17:45:33.539,neutral,0.57
2026-03-07 17:45:33.571,neutral,0.63
2026-03-07 17:45:33.605,neutral,0.63
2026-03-07 17:45:33.637,neutral,0.54
2026-03-07 17:45:33.670,neutral,0.61
2026-03-07 17:45:33.703,neutral,0.67
2026-03-07 17:45:33.737,neutral,0.71
2026-03-07 17:45:33.769,neutral,0.66
2026-03-07 17:45:33.804,neutral,0.71
2026-03-07 17:45:33.836,neutral,0.61
2026-03-07 17:45:33.870,neutral,0.65
2026-03-07 17:45:33.902,neutral,0.67
2026-03-07 17:45:33.936,neutral,0.68
2026-03-07 17:45:33.969,neutral,0.55
2026-03-07 17:45:34.003,neutral,0.7
2026-03-07 17:45:34.036,neutral,0.76
2026-03-07 17:45:34.069,neutral,0.66
2026-03-07 17:45:34.102,neutral,0.68
2026-03-07 17:45:34.135,neutral,0.68
2026-03-07 17:45:34.167,neutral,0.72
2026-03-07 17:45:34.200,neutral,0.77
2026-03-07 17:45:34.233,neutral,0.77
2026-03-07 17:45:34.267,neutral,0.66
2026-03-07 17:45:34.299,neutral,0.79
